1939-11-16 00:00:00.000 320     20027.30   -537.83  41484.20  88888.00
1939-12-16 12:00:00.000 350     20033.50   -537.18  41499.30  88888.00
1940-01-16 12:00:00.000 016     20033.20   -536.58  41518.40  88888.00
1940-02-15 12:00:00.000 046     20044.50   -535.87  41521.70  88888.00
1940-03-16 12:00:00.000 076     20024.10   -534.50  41511.80  88888.00
1940-04-16 00:00:00.000 107     20030.00   -533.71  41517.90  88888.00
1940-05-16 12:00:00.000 137     20042.50   -533.15  41522.50  88888.00
1940-06-16 00:00:00.000 168     20041.80   -532.58  41517.70  88888.00
1940-07-16 12:00:00.000 198     20048.90   -531.89  41508.70  88888.00
1940-08-16 12:00:00.000 229     20049.60   -531.47  41520.00  88888.00
1940-09-16 00:00:00.000 260     20043.00   -530.70  41512.90  88888.00
1940-10-16 12:00:00.000 290     20037.50   -530.02  41504.60  88888.00
1940-11-16 00:00:00.000 321     20036.50   -528.67  41496.90  88888.00
1940-12-16 12:00:00.000 351     20044.40   -528.27  41500.90  88888.00
1941-01-16 12:00:00.000 016     20050.50   -527.60  41508.90  88888.00
1941-02-15 00:00:00.000 046     20052.00   -527.19  41518.10  88888.00
1941-03-16 12:00:00.000 075     20031.70   -525.54  41549.30  88888.00
1941-04-16 00:00:00.000 106     20048.40   -525.18  41532.60  88888.00
1941-05-16 12:00:00.000 136     20058.70   -524.59  41530.00  88888.00
1941-06-16 00:00:00.000 167     20060.50   -523.78  41527.00  88888.00
1941-07-16 12:00:00.000 197     20038.50   -522.67  41543.20  88888.00
1941-08-16 12:00:00.000 228     20049.20   -522.67  41536.10  88888.00
1941-09-16 00:00:00.000 259     20037.30   -521.09  41552.30  88888.00
1941-10-16 12:00:00.000 289     20048.40   -520.99  41567.70  88888.00
1941-11-16 00:00:00.000 320     20046.50   -519.98  41577.70  88888.00
1941-12-16 12:00:00.000 350     20059.10   -519.74  41569.00  88888.00
1942-01-16 12:00:00.000 016     20065.70   -519.44  41559.00  88888.00
1942-02-15 00:00:00.000 046     20071.00   -518.59  41546.70  88888.00
1942-03-16 12:00:00.000 075     20066.20   -517.38  41552.50  88888.00
1942-04-16 00:00:00.000 106     20065.80   -516.39  41550.70  88888.00
1942-05-16 12:00:00.000 136     20077.40   -515.99  41540.00  88888.00
1942-06-16 00:00:00.000 167     20080.20   -515.38  41535.30  88888.00
1942-07-16 12:00:00.000 197     20076.10   -514.76  41537.70  88888.00
1942-08-16 12:00:00.000 228     20075.40   -513.80  41528.00  88888.00
1942-09-16 00:00:00.000 259     20068.40   -512.85  41530.20  88888.00
1942-10-16 12:00:00.000 289     20059.90   -511.90  41551.10  88888.00
1942-11-16 00:00:00.000 320     20065.00   -511.53  41567.80  88888.00
1942-12-16 12:00:00.000 350     20070.60   -511.03  41576.10  88888.00
1943-01-16 12:00:00.000 016     20071.30   -510.51  41580.50  88888.00
1943-02-15 00:00:00.000 046     20073.70   -509.90  41576.40  88888.00
1943-03-16 12:00:00.000 075     20070.30   -508.96  41565.20  88888.00
1943-04-16 00:00:00.000 106     20071.60   -508.13  41562.30  88888.00
1943-05-16 12:00:00.000 136     20072.40   -507.65  41563.60  88888.00
1943-06-16 00:00:00.000 167     20080.60   -506.75  41568.60  88888.00
1943-07-16 12:00:00.000 197     20077.90   -506.10  41564.20  88888.00
1943-08-16 12:00:00.000 228     20062.90   -505.36  41561.40  88888.00
1943-09-16 00:00:00.000 259     20062.30   -504.63  41558.00  88888.00
1943-10-16 12:00:00.000 289     20065.30   -503.90  41560.00  88888.00
1943-11-16 00:00:00.000 320     20065.20   -502.69  41568.40  88888.00
1943-12-16 12:00:00.000 350     20070.50   -502.17  41589.10  88888.00
1944-01-16 12:00:00.000 016     20074.60   -501.40  41606.60  88888.00
1944-02-15 12:00:00.000 046     20076.00   -501.64  41613.40  88888.00
1944-03-16 12:00:00.000 076     20082.10   -500.52  41610.70  88888.00
1944-04-16 00:00:00.000 107     20081.80   -499.76  41613.20  88888.00
1944-05-16 12:00:00.000 137     20092.90   -499.15  41611.80  88888.00
1944-06-16 00:00:00.000 168     20093.90   -498.60  41606.20  88888.00
1944-07-16 12:00:00.000 198     20095.30   -497.97  41599.90  88888.00
1944-08-16 12:00:00.000 229     20089.10   -497.02  41605.40  88888.00
1944-09-16 00:00:00.000 260     20086.50   -496.24  41603.30  88888.00
1944-10-16 12:00:00.000 290     20083.50   -495.34  41618.40  88888.00
1944-11-16 00:00:00.000 321     20093.00   -495.01  41621.10  88888.00
1944-12-16 12:00:00.000 351     20080.70   -493.69  41621.30  88888.00
1945-01-16 12:00:00.000 016     20084.90   -492.98  41633.40  88888.00
1945-02-15 00:00:00.000 046     20090.50   -492.52  41633.50  88888.00
1945-03-16 12:00:00.000 075     20088.00   -491.84  41629.40  88888.00
1945-04-16 00:00:00.000 106     20091.70   -491.24  41627.90  88888.00
1945-05-16 12:00:00.000 136     20098.50   -490.78  41625.80  88888.00
1945-06-16 00:00:00.000 167     20102.00   -490.07  41630.20  88888.00
1945-07-16 12:00:00.000 197     20099.90   -489.23  41644.40  88888.00
1945-08-16 12:00:00.000 228     20100.40   -488.57  41645.40  88888.00
1945-09-16 00:00:00.000 259     20098.10   -488.09  41633.90  88888.00
1945-10-16 12:00:00.000 289     20086.90   -487.17  41630.30  88888.00
1945-11-16 00:00:00.000 320     20091.90   -486.16  41628.10  88888.00
1945-12-16 12:00:00.000 350     20088.00   -485.58  41637.10  88888.00
1946-01-16 12:00:00.000 016     20082.20   -484.69  41630.40  88888.00
1946-02-15 00:00:00.000 046     20071.30   -483.90  41635.30  88888.00
1946-03-16 12:00:00.000 075     20065.30   -483.22  41647.70  88888.00
1946-04-16 00:00:00.000 106     20072.30   -482.34  41666.30  88888.00
1946-05-16 12:00:00.000 136     20090.60   -482.04  41657.90  88888.00
1946-06-16 00:00:00.000 167     20098.30   -481.42  41655.10  88888.00
1946-07-16 12:00:00.000 197     20093.70   -480.70  41666.30  88888.00
1946-08-16 12:00:00.000 228     20099.30   -480.35  41674.50  88888.00
1946-09-16 00:00:00.000 259     20073.30   -478.97  41670.20  88888.00
1946-10-16 12:00:00.000 289     20090.20   -478.73  41673.80  88888.00
1946-11-16 00:00:00.000 320     20090.80   -478.04  41669.80  88888.00
1946-12-16 12:00:00.000 350     20089.80   -477.61  41650.90  88888.00
1947-01-16 12:00:00.000 016     20082.60   -476.52  41646.30  88888.00
1947-02-15 00:00:00.000 046     20084.80   -476.02  41646.10  88888.00
1947-03-16 12:00:00.000 075     20068.70   -474.92  41665.50  88888.00
1947-04-16 00:00:00.000 106     20097.00   -474.35  41670.40  88888.00
1947-05-16 12:00:00.000 136     20114.30   -473.68  41687.90  88888.00
1947-06-16 00:00:00.000 167     20115.20   -472.87  41703.40  88888.00
1947-07-16 12:00:00.000 197     20117.60   -472.25  41698.00  88888.00
1947-08-16 12:00:00.000 228     20099.30   -471.42  41692.50  88888.00
1947-09-16 00:00:00.000 259     20084.40   -469.81  41701.60  88888.00
1947-10-16 12:00:00.000 289     20086.70   -469.40  41707.20  88888.00
1947-11-16 00:00:00.000 320     20091.20   -469.12  41689.00  88888.00
1947-12-16 12:00:00.000 350     20099.10   -468.71  41679.30  88888.00
1948-01-16 12:00:00.000 016     20095.30   -468.43  41678.40  88888.00
1948-02-15 12:00:00.000 046     20102.30   -468.15  41675.40  88888.00
1948-03-16 12:00:00.000 076     20104.90   -467.41  41683.40  88888.00
1948-04-16 00:00:00.000 107     20118.40   -466.21  41697.70  88888.00
1948-05-16 12:00:00.000 137     20117.90   -465.18  41711.00  88888.00
1948-06-16 00:00:00.000 168     20126.60   -465.08  41693.10  88888.00
1948-07-16 12:00:00.000 198     20126.60   -464.38  41689.80  88888.00
1948-08-16 12:00:00.000 229     20107.20   -463.55  41700.20  88888.00
1948-09-16 00:00:00.000 260     20113.30   -463.09  41700.40  88888.00
1948-10-16 12:00:00.000 290     20093.60   -461.94  41712.50  88888.00
1948-11-16 00:00:00.000 321     20100.60   -461.51  41706.80  88888.00
1948-12-16 12:00:00.000 351     20101.80   -460.96  41687.90  88888.00
1949-01-16 12:00:00.000 016     20090.80   -459.71  41689.60  88888.00
1949-02-15 00:00:00.000 046     20100.40   -459.42  41694.00  88888.00
1949-03-16 12:00:00.000 075     20107.80   -459.04  41704.00  88888.00
1949-04-16 00:00:00.000 106     20128.20   -458.34  41714.80  88888.00
1949-05-16 12:00:00.000 136     20124.60   -457.61  41742.10  88888.00
1949-06-16 00:00:00.000 167     20133.60   -457.12  41734.70  88888.00
1949-07-16 12:00:00.000 197     20147.30   -456.68  41724.70  88888.00
1949-08-16 12:00:00.000 228     20135.40   -456.12  41724.50  88888.00
1949-09-16 00:00:00.000 259     20132.90   -455.48  41723.20  88888.00
1949-10-16 12:00:00.000 289     20107.80   -454.17  41727.80  88888.00
1949-11-16 00:00:00.000 320     20115.70   -454.07  41709.60  88888.00
1949-12-16 12:00:00.000 350     20129.60   -453.79  41691.20  88888.00
1950-01-16 12:00:00.000 016     20124.20   -452.87  41672.90  88888.00
1950-02-15 00:00:00.000 046     20124.70   -452.25  41686.60  88888.00
1950-03-16 12:00:00.000 075     20127.40   -451.63  41702.10  88888.00
1950-04-16 00:00:00.000 106     20133.50   -450.10  41710.20  88888.00
1950-05-16 12:00:00.000 136     20143.20   -449.73  41721.80  88888.00
1950-06-16 00:00:00.000 167     20153.80   -449.62  41731.90  88888.00
1950-07-16 12:00:00.000 197     20154.10   -448.84  41737.20  88888.00
1950-08-16 12:00:00.000 228     20143.30   -448.19  41742.10  88888.00
1950-09-16 00:00:00.000 259     20142.90   -447.59  41737.90  88888.00
1950-10-16 12:00:00.000 289     20132.50   -446.64  41726.70  88888.00
1950-11-16 00:00:00.000 320     20134.40   -446.31  41711.80  88888.00
1950-12-16 12:00:00.000 350     20137.70   -445.94  41702.30  88888.00
1951-01-16 12:00:00.000 016     20144.50   -445.37  41701.20  88888.00
1951-02-15 00:00:00.000 046     20142.50   -444.33  41707.50  88888.00
1951-03-16 12:00:00.000 075     20145.80   -443.94  41709.30  88888.00
1951-04-16 00:00:00.000 106     20149.10   -442.83  41717.50  88888.00
1951-05-16 12:00:00.000 136     20161.20   -442.27  41726.40  88888.00
1951-06-16 00:00:00.000 167     20171.80   -442.02  41738.10  88888.00
1951-07-16 12:00:00.000 197     20171.40   -441.04  41743.40  88888.00
1951-08-16 12:00:00.000 228     20170.10   -440.47  41744.80  88888.00
1951-09-16 00:00:00.000 259     20155.30   -439.26  41753.10  88888.00
1951-10-16 12:00:00.000 289     20156.70   -438.70  41753.10  88888.00
1951-11-16 00:00:00.000 320     20161.60   -438.01  41749.20  88888.00
1951-12-16 12:00:00.000 350     20164.50   -437.44  41742.00  88888.00
1952-01-16 12:00:00.000 016     20165.70   -437.06  41742.60  88888.00
1952-02-15 12:00:00.000 046     20166.50   -435.91  41743.80  88888.00
1952-03-16 12:00:00.000 076     20171.70   -435.16  41747.20  88888.00
1952-04-16 00:00:00.000 107     20177.00   -434.56  41752.80  88888.00
1952-05-16 12:00:00.000 137     20187.60   -433.99  41765.70  88888.00
1952-06-16 00:00:00.000 168     20196.20   -433.60  41770.70  88888.00
1952-07-16 12:00:00.000 198     20197.00   -433.18  41770.40  88888.00
1952-08-16 12:00:00.000 229     20198.40   -432.76  41758.90  88888.00
1952-09-16 00:00:00.000 260     20186.20   -431.96  41753.00  88888.00
1952-10-16 12:00:00.000 290     20184.80   -431.32  41748.00  88888.00
1952-11-16 00:00:00.000 321     20190.30   -430.59  41742.00  88888.00
1952-12-16 12:00:00.000 351     20190.00   -430.08  41742.00  88888.00
1953-01-16 12:00:00.000 016     20189.40   -429.52  41742.40  88888.00
1953-02-15 00:00:00.000 046     20200.80   -428.96  41739.50  88888.00
1953-03-16 12:00:00.000 075     20199.70   -428.34  41758.90  88888.00
1953-04-16 00:00:00.000 106     20214.40   -428.17  41767.10  88888.00
1953-05-16 12:00:00.000 136     20216.40   -427.12  41773.00  88888.00
1953-06-16 00:00:00.000 167     20222.70   -426.88  41771.70  88888.00
1953-07-16 12:00:00.000 197     20218.60   -426.26  41772.10  88888.00
1953-08-16 12:00:00.000 228     20216.00   -425.26  41772.40  88888.00
1953-09-16 00:00:00.000 259     20211.50   -424.29  41773.10  88888.00
1953-10-16 12:00:00.000 289     20211.70   -423.48  41771.40  88888.00
1953-11-16 00:00:00.000 320     20214.30   -423.03  41770.20  88888.00
1953-12-16 12:00:00.000 350     20219.20   -422.84  41763.10  88888.00
1954-01-16 12:00:00.000 016     20218.40   -422.27  41756.50  88888.00
1954-02-15 00:00:00.000 046     20211.40   -421.02  41751.00  88888.00
1954-03-16 12:00:00.000 075     20218.10   -420.47  41752.40  88888.00
1954-04-16 00:00:00.000 106     20224.60   -420.51  41760.00  88888.00
1954-05-16 12:00:00.000 136     20241.10   -419.97  41765.80  88888.00
1954-06-16 00:00:00.000 167     20249.50   -419.36  41771.60  88888.00
1954-07-16 12:00:00.000 197     20247.90   -418.84  41779.40  88888.00
1954-08-16 12:00:00.000 228     20244.70   -418.11  41780.40  88888.00
1954-09-16 00:00:00.000 259     20234.20   -417.28  41781.90  88888.00
1954-10-16 12:00:00.000 289     20228.40   -417.08  41780.60  88888.00
1954-11-16 00:00:00.000 320     20237.50   -416.68  41775.50  88888.00
1954-12-16 12:00:00.000 350     20241.90   -416.17  41762.40  88888.00
1955-01-16 12:00:00.000 016     20235.70   -415.36  41765.30  88888.00
1955-02-15 00:00:00.000 046     20237.80   -414.71  41767.20  88888.00
1955-03-16 12:00:00.000 075     20239.80   -414.16  41778.20  88888.00
1955-04-16 00:00:00.000 106     20249.40   -413.63  41788.70  88888.00
1955-05-16 12:00:00.000 136     20254.70   -412.97  41795.40  88888.00
1955-06-16 00:00:00.000 167     20261.00   -412.60  41800.10  88888.00
1955-07-16 12:00:00.000 197     20265.20   -412.04  41798.20  88888.00
1955-08-16 12:00:00.000 228     20263.20   -411.50  41800.90  88888.00
1955-09-16 00:00:00.000 259     20256.80   -410.81  41804.60  88888.00
1955-10-16 12:00:00.000 289     20252.10   -410.04  41802.10  88888.00
1955-11-16 00:00:00.000 320     20242.90   -409.36  41810.50  88888.00
1955-12-16 12:00:00.000 350     20257.20   -409.23  41810.30  88888.00
1956-01-16 12:00:00.000 016     20248.00   -408.25  41811.40  88888.00
1956-02-15 12:00:00.000 046     20250.60   -407.69  41807.20  88888.00
1956-03-16 12:00:00.000 076     20248.20   -406.55  41821.80  88888.00
1956-04-16 00:00:00.000 107     20254.30   -405.93  41825.40  88888.00
1956-05-16 12:00:00.000 137     20254.30   -405.87  41835.10  88888.00
1956-06-16 00:00:00.000 168     20273.30   -405.52  41830.90  88888.00
1956-07-16 12:00:00.000 198     20276.20   -405.19  41830.00  88888.00
1956-08-16 12:00:00.000 229     20274.40   -404.91  41828.00  88888.00
1956-09-16 00:00:00.000 260     20262.40   -404.02  41834.90  88888.00
1956-10-16 12:00:00.000 290     20264.80   -403.19  41829.70  88888.00
1956-11-16 00:00:00.000 321     20251.10   -402.17  41841.10  88888.00
1956-12-16 12:00:00.000 351     20270.70   -402.33  41836.80  88888.00
1957-01-16 12:00:00.000 016     20226.30   -401.60  41772.90  88888.00
1957-02-15 00:00:00.000 046     20232.00   -400.69  41761.20  88888.00
1957-03-16 12:00:00.000 075     20226.60   -400.17  41774.10  88888.00
1957-04-16 00:00:00.000 106     20242.30   -399.67  41776.20  88888.00
1957-05-16 12:00:00.000 136     20264.70   -399.73  41774.70  88888.00
1957-06-16 00:00:00.000 167     20264.80   -399.23  41785.20  88888.00
1957-07-16 12:00:00.000 197     20262.60   -398.50  41791.40  88888.00
1957-08-16 12:00:00.000 228     20266.30   -398.70  41781.80  88888.00
1957-09-16 00:00:00.000 259     20225.30   -397.05  41801.90  88888.00
1957-10-16 12:00:00.000 289     20252.80   -397.08  41785.50  88888.00
1957-11-16 00:00:00.000 320     20247.20   -396.58  41783.30  88888.00
1957-12-16 12:00:00.000 350     20247.90   -396.11  41783.50  88888.00
1958-01-16 12:00:00.000 016     20251.30   -395.78  41781.30  88888.00
1958-02-15 00:00:00.000 046     20252.70   -395.05  41783.30  88888.00
1958-03-16 12:00:00.000 075     20254.00   -394.38  41791.70  88888.00
1958-04-16 00:00:00.000 106     20270.00   -393.63  41788.20  88888.00
1958-05-16 12:00:00.000 136     20280.70   -393.52  41785.60  88888.00
1958-06-16 00:00:00.000 167     20274.60   -393.09  41794.90  88888.00
1958-07-16 12:00:00.000 197     20273.60   -392.35  41807.80  88888.00
1958-08-16 12:00:00.000 228     20279.90   -392.09  41801.50  88888.00
1958-09-16 00:00:00.000 259     20270.60   -391.38  41811.40  88888.00
1958-10-16 12:00:00.000 289     20271.80   -390.88  41804.80  88888.00
1958-11-16 00:00:00.000 320     20284.10   -390.92  41800.10  88888.00
1958-12-16 12:00:00.000 350     20272.70   -390.01  41805.40  88888.00
1959-01-16 12:00:00.000 016     20276.10   -389.85  41795.70  88888.00
1959-02-15 00:00:00.000 046     20270.80   -389.14  41794.70  88888.00
1959-03-16 12:00:00.000 075     20282.30   -388.60  41795.50  88888.00
1959-04-16 00:00:00.000 106     20288.80   -387.99  41798.50  88888.00
1959-05-16 12:00:00.000 136     20300.50   -387.63  41797.50  88888.00
1959-06-16 00:00:00.000 167     20310.40   -387.66  41797.00  88888.00
1959-07-16 12:00:00.000 197     20291.50   -387.00  41817.80  88888.00
1959-08-16 12:00:00.000 228     20289.90   -386.70  41820.30  88888.00
1959-09-16 00:00:00.000 259     20283.40   -385.96  41824.00  88888.00
1959-10-16 12:00:00.000 289     20293.80   -386.06  41820.10  88888.00
1959-11-16 00:00:00.000 320     20288.20   -385.53  41829.30  88888.00
1959-12-16 12:00:00.000 350     20291.80   -385.15  41833.80  88888.00
1960-01-16 12:00:00.000 016     20304.00   -385.09  41826.50  88888.00
1960-02-15 12:00:00.000 046     20309.30   -384.83  41820.80  88888.00
1960-03-16 12:00:00.000 076     20309.70   -384.36  41822.40  88888.00
1960-04-16 00:00:00.000 107     20288.80   -382.85  41842.70  88888.00
1960-05-16 12:00:00.000 137     20310.00   -382.89  41844.50  88888.00
1960-06-16 00:00:00.000 168     20322.10   -382.66  41836.60  88888.00
1960-07-16 12:00:00.000 198     20319.30   -382.18  41840.20  88888.00
1960-08-16 12:00:00.000 229     20318.70   -381.97  41839.00  88888.00
1960-09-16 00:00:00.000 260     20311.30   -380.72  41838.60  88888.00
1960-10-16 12:00:00.000 290     20296.00   -379.83  41847.90  88888.00
1960-11-16 00:00:00.000 321     20299.10   -379.17  41851.30  88888.00
1960-12-16 12:00:00.000 351     20310.80   -379.12  41853.20  88888.00
1961-01-16 12:00:00.000 016     20327.80   -379.00  41847.50  88888.00
1961-02-15 00:00:00.000 046     20328.20   -378.21  41848.80  88888.00
1961-03-16 12:00:00.000 075     20338.40   -378.20  41841.90  88888.00
1961-04-16 00:00:00.000 106     20343.00   -377.45  41842.50  88888.00
1961-05-16 12:00:00.000 136     20352.90   -377.09  41837.60  88888.00
1961-06-16 00:00:00.000 167     20353.30   -376.67  41838.40  88888.00
1961-07-16 12:00:00.000 197     20340.90   -375.76  41844.10  88888.00
1961-08-16 12:00:00.000 228     20350.80   -375.88  41842.60  88888.00
1961-09-16 00:00:00.000 259     20351.50   -375.22  41839.20  88888.00
1961-10-16 12:00:00.000 289     20342.10   -374.22  41844.70  88888.00
1961-11-16 00:00:00.000 320     20347.90   -373.77  41854.50  88888.00
1961-12-16 12:00:00.000 350     20352.80   -373.20  41857.70  88888.00
1962-01-16 12:00:00.000 016     20361.40   -372.93  41856.90  88888.00
1962-02-15 00:00:00.000 046     20361.60   -372.43  41846.20  88888.00
1962-03-16 12:00:00.000 075     20370.10   -371.95  41843.30  88888.00
1962-04-16 00:00:00.000 106     20369.30   -371.13  41845.80  88888.00
1962-05-16 12:00:00.000 136     20378.90   -371.00  41842.80  88888.00
1962-06-16 00:00:00.000 167     20380.00   -370.64  41845.70  88888.00
1962-07-16 12:00:00.000 197     20380.40   -369.94  41842.70  88888.00
1962-08-16 12:00:00.000 228     20377.90   -369.78  41847.20  88888.00
1962-09-16 00:00:00.000 259     20370.40   -369.00  41853.30  88888.00
1962-10-16 12:00:00.000 289     20367.90   -368.54  41859.60  88888.00
1962-11-16 00:00:00.000 320     20376.40   -368.33  41862.80  88888.00
1962-12-16 12:00:00.000 350     20378.20   -367.64  41865.20  88888.00
1963-01-16 12:00:00.000 016     20386.50   -367.50  41856.20  88888.00
1963-02-15 00:00:00.000 046     20393.60   -367.27  41857.70  88888.00
1963-03-16 12:00:00.000 075     20399.60   -366.84  41855.00  88888.00
1963-04-16 00:00:00.000 106     20403.40   -366.42  41854.80  88888.00
1963-05-16 12:00:00.000 136     20403.80   -365.96  41858.70  88888.00
1963-06-16 00:00:00.000 167     20402.70   -365.60  41863.40  88888.00
1963-07-16 12:00:00.000 197     20406.70   -365.23  41860.90  88888.00
1963-08-16 12:00:00.000 228     20403.00   -364.81  41857.90  88888.00
1963-09-16 00:00:00.000 259     20388.80   -363.71  41864.80  88888.00
1963-10-16 12:00:00.000 289     20393.90   -363.44  41868.00  88888.00
1963-11-16 00:00:00.000 320     20398.70   -363.29  41874.50  88888.00
1963-12-16 12:00:00.000 350     20406.30   -362.95  41876.50  88888.00
1964-01-16 12:00:00.000 016     20409.20   -362.59  41873.20  88888.00
1964-02-15 12:00:00.000 046     20412.70   -362.34  41873.30  88888.00
1964-03-16 12:00:00.000 076     20416.50   -362.24  41871.70  88888.00
1964-04-16 00:00:00.000 107     20421.20   -362.02  41873.60  88888.00
1964-05-16 12:00:00.000 137     20426.80   -361.57  41870.80  88888.00
1964-06-16 00:00:00.000 168     20430.70   -361.43  41867.90  88888.00
1964-07-16 12:00:00.000 198     20433.80   -360.89  41867.30  88888.00
1964-08-16 12:00:00.000 229     20435.90   -360.71  41871.60  88888.00
1964-09-16 00:00:00.000 260     20430.20   -360.05  41874.50  88888.00
1964-10-16 12:00:00.000 290     20427.10   -359.53  41879.50  88888.00
1964-11-16 00:00:00.000 321     20432.70   -359.17  41880.00  88888.00
1964-12-16 12:00:00.000 351     20439.00   -358.89  41873.80  88888.00
1965-01-16 12:00:00.000 016     20441.50   -358.69  41874.40  88888.00
1965-02-15 00:00:00.000 046     20442.30   -358.22  41875.50  88888.00
1965-03-16 12:00:00.000 075     20447.80   -357.92  41876.50  88888.00
1965-04-16 00:00:00.000 106     20448.80   -357.21  41871.90  88888.00
1965-05-16 12:00:00.000 136     20457.70   -356.57  41871.10  88888.00
1965-06-16 00:00:00.000 167     20455.80   -356.12  41873.40  88888.00
1965-07-16 12:00:00.000 197     20459.40   -355.71  41872.30  88888.00
1965-08-16 12:00:00.000 228     20455.20   -355.42  41874.90  88888.00
1965-09-16 00:00:00.000 259     20457.10   -354.76  41877.50  88888.00
1965-10-16 12:00:00.000 289     20460.70   -354.81  41877.90  88888.00
1965-11-16 00:00:00.000 320     20462.30   -354.20  41878.70  88888.00
1965-12-16 12:00:00.000 350     20462.90   -353.65  41882.70  88888.00
1966-01-16 12:00:00.000 016     20465.00   -353.20  41881.60  88888.00
1966-02-15 00:00:00.000 046     20466.70   -352.65  41879.80  88888.00
1966-03-16 12:00:00.000 075     20462.80   -352.20  41884.20  88888.00
1966-04-16 00:00:00.000 106     20472.40   -351.83  41883.10  88888.00
1966-05-16 12:00:00.000 136     20475.30   -351.13  41882.00  88888.00
1966-06-16 00:00:00.000 167     20481.80   -350.85  41883.40  88888.00
1966-07-16 12:00:00.000 197     20478.30   -350.24  41885.80  88888.00
1966-08-16 12:00:00.000 228     20479.60   -349.55  41888.80  88888.00
1966-09-16 00:00:00.000 259     20462.70   -348.59  41898.30  88888.00
1966-10-16 12:00:00.000 289     20473.90   -348.77  41891.20  88888.00
1966-11-16 00:00:00.000 320     20478.70   -348.40  41894.10  88888.00
1966-12-16 12:00:00.000 350     20477.60   -347.67  41900.00  88888.00
